Question,Answer,,,,,,,,
A participant in my class cannot log into their CCO Learning ,Refer to [IT Service Desk](https://itservicedesk.maximus.com/CherwellPortal/IT?_=422bffd2) complete and submit a ticket reporting CCO Learning issue. ,"trainer.train([""A participant in my class cannot log into their CCO Learning "",""Refer to [IT Service Desk](https://itservicedesk.maximus.com/CherwellPortal/IT?_=422bffd2) complete and submit a ticket reporting CCO Learning issue. "",])",15,15,,,,,
"A participant quit, but their timecard is wrong.   How can I get their timecard corrected? ",Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx),"trainer.train([""A participant quit, but their timecard is wrong.   How can I get their timecard corrected? "",""Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx)"",])",16,16,,,,,
"A participant quit, but their timecard is wrong.  How can I get their timecard fixed? ",Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx),"trainer.train([""A participant quit, but their timecard is wrong.  How can I get their timecard fixed? "",""Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx)"",])",17,17,,,,,
"A participant resigned, but their timecard is wrong.   How can I get their timecard corrected? ",Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx),"trainer.train([""A participant resigned, but their timecard is wrong.   How can I get their timecard corrected? "",""Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx)"",])",18,18,,,,,
"A participant resigned, but their timecard is wrong.  How can I get their timecard fixed? ",Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx),"trainer.train([""A participant resigned, but their timecard is wrong.  How can I get their timecard fixed? "",""Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx)"",])",19,19,,,,,
A step-by-step guideline on how to fill in specific sections of the daily training report  on the daily basis.,Refer to [Process Manual - Daily Training Report (DTR)](https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?id=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s%2FCCO%5FProcess%20Manual%5FDaily%20Training%20Report%20%28DTR%29%5FNew%5FHire%2Epdf&parent=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s) and add information as it becomes available. ,"trainer.train([""A step-by-step guideline on how to fill in specific sections of the daily training report  on the daily basis."",""Refer to [Process Manual - Daily Training Report (DTR)](https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?id=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s%2FCCO%5FProcess%20Manual%5FDaily%20Training%20Report%20%28DTR%29%5FNew%5FHire%2Epdf&parent=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s) and add information as it becomes available. "",])",20,0,,,,,
A step-by-step guideline on how to fill in specific sections of the dtr on the daily basis.,Refer to [Process Manual - Daily Training Report (DTR)](https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?id=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s%2FCCO%5FProcess%20Manual%5FDaily%20Training%20Report%20%28DTR%29%5FNew%5FHire%2Epdf&parent=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s) and add information as it becomes available. ,"trainer.train([""A step-by-step guideline on how to fill in specific sections of the dtr on the daily basis."",""Refer to [Process Manual - Daily Training Report (DTR)](https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?id=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s%2FCCO%5FProcess%20Manual%5FDaily%20Training%20Report%20%28DTR%29%5FNew%5FHire%2Epdf&parent=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s) and add information as it becomes available. "",])",21,1,,,,,
A trainee has questions about completing the tax forms. ,There is a Worksheet available on Deltek for [Federal Withholding Information](https://timesheets.maximus.com/DeltekTC/TimeCollection.msv) if the trainee still needs assistance they can reach out to [Payroll] via email [Payroll@Maximus.com],"trainer.train([""A trainee has questions about completing the tax forms. "",""There is a Worksheet available on Deltek for [Federal Withholding Information](https://timesheets.maximus.com/DeltekTC/TimeCollection.msv) if the trainee still needs assistance they can reach out to [Payroll] via email [Payroll@Maximus.com]"",])",22,2,,,,,
A trainee has questions about filling out the tax form. ,There is a Worksheet available on Deltek for [Federal Withholding Information](https://timesheets.maximus.com/DeltekTC/TimeCollection.msv) if the trainee still needs assistance they can reach out to [Payroll] via email [Payroll@Maximus.com],"trainer.train([""A trainee has questions about filling out the tax form. "",""There is a Worksheet available on Deltek for [Federal Withholding Information](https://timesheets.maximus.com/DeltekTC/TimeCollection.msv) if the trainee still needs assistance they can reach out to [Payroll] via email [Payroll@Maximus.com]"",])",23,3,,,,,
A trainee in my class cannot access their CCO Learning. ,Refer to [IT Service Desk](https://itservicedesk.maximus.com/CherwellPortal/IT?_=422bffd2) complete and submit a ticket reporting CCO Learning issue. ,"trainer.train([""A trainee in my class cannot access their CCO Learning. "",""Refer to [IT Service Desk](https://itservicedesk.maximus.com/CherwellPortal/IT?_=422bffd2) complete and submit a ticket reporting CCO Learning issue. "",])",24,4,,,,,
A trainee in my class cannot get into their CCO Learning.  ,Refer to [IT Service Desk](https://itservicedesk.maximus.com/CherwellPortal/IT?_=422bffd2) complete and submit a ticket reporting CCO Learning issue. ,"trainer.train([""A trainee in my class cannot get into their CCO Learning.  "",""Refer to [IT Service Desk](https://itservicedesk.maximus.com/CherwellPortal/IT?_=422bffd2) complete and submit a ticket reporting CCO Learning issue. "",])",25,5,,,,,
A trainee in my class cannot log into their CCO Learning. ,Refer to [IT Service Desk](https://itservicedesk.maximus.com/CherwellPortal/IT?_=422bffd2) complete and submit a ticket reporting CCO Learning issue. ,"trainer.train([""A trainee in my class cannot log into their CCO Learning. "",""Refer to [IT Service Desk](https://itservicedesk.maximus.com/CherwellPortal/IT?_=422bffd2) complete and submit a ticket reporting CCO Learning issue. "",])",26,6,,,,,
"A trainee in my class had their cell phone go off in class, what now?",Refer to [CCO Secure Floor Policy](https://maximus365.sharepoint.com/sites/CCO/Connection/Policies/Forms/SecureFloor.aspx),"trainer.train([""A trainee in my class had their cell phone go off in class, what now?"",""Refer to [CCO Secure Floor Policy](https://maximus365.sharepoint.com/sites/CCO/Connection/Policies/Forms/SecureFloor.aspx)"",])",27,7,,,,,
"A trainee in my class had their cell phone ring/vibrate in class, what now? ",Refer to [CCO Secure Floor Policy](https://maximus365.sharepoint.com/sites/CCO/Connection/Policies/Forms/SecureFloor.aspx),"trainer.train([""A trainee in my class had their cell phone ring/vibrate in class, what now? "",""Refer to [CCO Secure Floor Policy](https://maximus365.sharepoint.com/sites/CCO/Connection/Policies/Forms/SecureFloor.aspx)"",])",28,8,,,,,
A trainee quit but their timecard is wrong. How can I get their timecard corrected? ,Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx),"trainer.train([""A trainee quit but their timecard is wrong. How can I get their timecard corrected? "",""Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx)"",])",29,9,,,,,
"A trainee quit,  but their timecard is wrong. How can I get their timecard fixed? ",Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx),"trainer.train([""A trainee quit,  but their timecard is wrong. How can I get their timecard fixed? "",""Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx)"",])",30,10,,,,,
A trainee resigned but their timecard is wrong. How can I get their timecard corrected? ,Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx),"trainer.train([""A trainee resigned but their timecard is wrong. How can I get their timecard corrected? "",""Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx)"",])",31,11,,,,,
A trainee resigned but their timecard is wrong. How can I get their timecard fixed? ,Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx),"trainer.train([""A trainee resigned but their timecard is wrong. How can I get their timecard fixed? "",""Send your request via email to [CCOTimeCardHelp@Maximus.com] using the template found (https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?viewpath=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO_Training_Delivery_Trainer_Resources%2FForms%20and%20Templates%2FForms%2FAllItems.aspx)"",])",32,12,,,,,
Am I completing Daily Training Report correctly?,Access [Process Manual - Daily Training Report (DTR)](https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?id=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s%2FCCO%5FProcess%20Manual%5FDaily%20Training%20Report%20%28DTR%29%5FNew%5FHire%2Epdf&parent=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s),"trainer.train([""Am I completing Daily Training Report correctly?"",""Access [Process Manual - Daily Training Report (DTR)](https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?id=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s%2FCCO%5FProcess%20Manual%5FDaily%20Training%20Report%20%28DTR%29%5FNew%5FHire%2Epdf&parent=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s)"",])",33,13,,,,,
Am I completing Daily Training Report right?,Access [Process Manual - Daily Training Report (DTR)](https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?id=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s%2FCCO%5FProcess%20Manual%5FDaily%20Training%20Report%20%28DTR%29%5FNew%5FHire%2Epdf&parent=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s),"trainer.train([""Am I completing Daily Training Report right?"",""Access [Process Manual - Daily Training Report (DTR)](https://maximus365.sharepoint.com/sites/CCO/Support/KSTP/CCO_Training_Delivery_Trainer_Resources/Forms%20and%20Templates/Forms/AllItems.aspx?id=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s%2FCCO%5FProcess%20Manual%5FDaily%20Training%20Report%20%28DTR%29%5FNew%5FHire%2Epdf&parent=%2Fsites%2FCCO%2FSupport%2FKSTP%2FCCO%5FTraining%5FDelivery%5FTrainer%5FResources%2FForms%20and%20Templates%2FDTR%27s)"",])",34,14,,,,,
